row,col,value
4,58,27.12328943228921
4,59,26.603259005832747
5,0,25.837057469433613
5,1,26.58936299887236
5,2,27.047266550758206
5,3,27.295090884984322
5,4,27.696572824954
5,5,28.34245487616608
5,6,28.877615436641996
5,7,29.09284211490466
5,8,30.215444159353183
5,9,30.446499148887924
5,10,30.66893342086694
5,11,30.696422277504965
5,12,31.727629190365622
5,13,32.018933574821325
5,14,32.305033668965926
5,15,32.72288323297581
5,16,33.269457311640004
5,17,33.67807547733543
5,18,34.158755333685974
5,19,34.178412623662815
5,20,35.0631946141354
5,21,35.53431738495225
5,22,35.059343610401875
5,23,36.140687875026806
5,24,36.494653201129275
5,25,36.117733478321725
5,26,36.86281513666671
5,27,36.43185751678045
5,28,37.050537434242045
5,29,37.13355023563795
5,30,37.1058629902015
5,31,36.69606344192413
5,32,36.75982458903264
5,33,37.13891095827016
5,34,36.607093167956435
5,35,36.50460187446893
5,36,36.045659928000646
5,37,36.139173747350085
5,38,35.47095028373028
5,39,35.427180159484344
5,40,34.41229777246851
5,41,34.04640687779822
5,42,33.62001734683093
5,43,33.29593605666711
5,44,33.209883842172516
5,45,32.44842859149097
5,46,32.547896383755486
5,47,31.881001760782397
5,48,31.2373621885667
5,49,31.318549597466507
5,50,30.48144348812138
5,51,30.152231446460487
5,52,29.676342195034348
5,53,29.463230749581093
5,54,28.35895238870805
5,55,28.84281783130453
5,56,28.31871846959347
5,57,27.26753985487946
5,58,26.511931298308305
5,59,26.54151699756081
6,0,26.176030524009587
6,1,26.313613162192404
6,2,26.97232319336095
6,3,27.55287594540591
6,4,28.515840653976685
6,5,28.102279776535656
6,6,28.966430680466303
6,7,28.988433182146675
6,8,29.59373139751508
6,9,30.004804068268008
6,10,30.828007061289476
6,11,31.026759455409568
6,12,31.327301132146303
6,13,32.423841830491895
6,14,32.76134331991459
6,15,33.40004744954481
6,16,33.16814353418949
6,17,33.76749225458019
6,18,34.36318910055827
6,19,35.04244922398971
6,20,35.18879945390503
6,21,35.84140560441503
6,22,35.60607002026336
6,23,36.6272789881118
6,24,36.638129777032844
6,25,36.59878368118765
6,26,36.968937119185625
6,27,36.921676995304765
6,28,37.53671054342029
6,29,37.73956107279811
6,30,37.81889621373341
6,31,36.917336982973524
6,32,37.08468404267391
6,33,36.69768616752507
6,34,37.01375324066875
6,35,36.8062245807775
6,36,36.433479881885155
6,37,36.42298742697926
6,38,36.3792768737241
6,39,35.542783026992765
6,40,35.413916527021094
6,41,34.480226167425066
6,42,34.28250474415318
6,43,33.64996420717079
6,44,33.14318642880221
6,45,32.82904387973513
6,46,32.70257241150458
6,47,32.20191241679987
6,48,31.94334765389963
6,49,31.518837222058433
6,50,30.82499349759967
6,51,30.782122340359468
6,52,29.852711111884254
6,53,29.700172290813352
6,54,29.12166860285799
6,55,28.76147559400028
6,56,27.764430178746423
6,57,28.053916438276644
6,58,26.92860513401452
6,59,26.28807214734751
7,0,26.049057561458028
7,1,26.507851392287836
7,2,27.09848861506792
7,3,27.442771463285858
7,4,28.285760063207015
7,5,28.651641871969925
7,6,29.667144138974884
7,7,29.39005765110787
7,8,29.89331430142618
7,9,30.595560211787888
7,10,30.677185259812628
7,11,31.268559889183962
7,12,31.869736811002078
7,13,32.89695875520864
7,14,33.006021335573784
7,15,33.53793486026287
7,16,33.73504875039314
7,17,34.40090975689716
7,18,34.63559286112425
7,19,35.10735664269387
7,20,35.98509750632536
7,21,36.07073310200735
7,22,35.94003428484797
7,23,36.346015634213295
7,24,37.158194325618
7,25,36.97119958431595
7,26,36.987474530877535
7,27,38.16917288538589
7,28,37.47753758822199
7,29,37.73995962754371
7,30,38.27213732035336
7,31,38.242061042008274
7,32,38.04266836726246
7,33,37.71790012916025
7,34,36.98367408503572
7,35,36.725851026063886
7,36,36.74313911992513
7,37,36.797278672767604
7,38,36.04194441524492
7,39,36.342217687314985
7,40,35.636506052279046
7,41,35.495169020744065
7,42,34.454191314985145
7,43,33.82514245084676
7,44,34.15494903326504
7,45,33.85367705336136
7,46,32.67012360135716
7,47,32.40190796634766
7,48,31.649808519190366
7,49,32.019843393996794
7,50,31.21128876758996
7,51,30.720215032272765
7,52,29.686247655647055
7,53,29.73428849221645
7,54,29.18649168368829
7,55,28.513983902409755
7,56,28.418632386929882
7,57,27.24187421654538
7,58,27.59949865867393
7,59,27.10966635055246
8,0,26.369374206307878
8,1,27.017652185025057
8,2,27.289302103905733
8,3,27.953042277482517
8,4,28.621145294135935
8,5,28.800716777833163
8,6,29.65483565014424
8,7,29.759439980561417
8,8,30.725695707729464
8,9,31.272304265389792
8,10,31.72834736179893
8,11,31.874475774376428
8,12,32.33359901645513
8,13,32.241774891177236
8,14,33.4677414514892
8,15,33.88717565239839
8,16,34.084682887745316
8,17,34.502537370450504
8,18,34.551477874437275
8,19,35.78110885666451
8,20,35.8775492474392
8,21,36.289870967329556
8,22,36.849266472753314
8,23,37.1158351149531
8,24,37.137856184010325
8,25,37.34173292836438
8,26,37.927574780614655
8,27,37.89895672865449
8,28,38.43688108152323
8,29,38.347861074711034
8,30,38.17891282620828
8,31,38.88475833780547
8,32,38.189036572212125
8,33,38.018586306396045
8,34,38.342098731774925
8,35,37.90064848070128
8,36,37.21670089859895
8,37,36.995114431148586
8,38,36.751782151421
8,39,36.5822806531589
8,40,35.963511301380244
8,41,35.76000210496564
8,42,34.82661783099224
8,43,34.742361155654116
8,44,33.97747987151032
8,45,33.345657926561515
8,46,33.33290708069466
8,47,32.315894502352094
8,48,31.796199093968298
8,49,31.309443628439556
8,50,30.964534457680788
8,51,30.81714462334769
8,52,30.010595657685222
8,53,29.437662371988417
8,54,29.56469686342415
8,55,28.556861713147025
8,56,28.740157279542718
8,57,27.706312369134558
8,58,27.68347489492962
8,59,27.076681619831277
9,0,26.414993940373897
9,1,26.716117059561004
9,2,27.70221613935939
9,3,28.38551336923134
9,4,28.92926311448386
9,5,29.19878569767612
9,6,29.5532125093899
9,7,30.249202469094804
9,8,30.034047280887176
9,9,31.07787252477055
9,10,31.765108433249388
9,11,31.96512181064403
9,12,32.486786408596416
9,13,32.45454988205327
9,14,33.0331984152948
9,15,34.01203189869942
9,16,33.906601194029214
9,17,34.86289849572702
9,18,35.34098156696067
9,19,35.72666030886885
9,20,35.93901288410938
9,21,36.45228077290025
9,22,37.08108877503418
9,23,37.36508451252513
9,24,37.79023968494479
9,25,37.76137000081412
9,26,38.650814187849434
9,27,38.66530151984459
9,28,39.06896837863162
9,29,38.623922779726826
9,30,38.70925702206813
9,31,38.60886317156152
9,32,39.029718237624664
9,33,38.26958790311827
9,34,38.798659220064394
9,35,38.01005219915211
9,36,37.34739883351205
9,37,36.833142610267835
9,38,37.26806312286899
9,39,36.19121247137461
9,40,35.85119921519385
9,41,35.34872011351458
9,42,35.10415671237032
9,43,34.78199738363307
9,44,33.877863268969726
9,45,33.94390950922654
9,46,33.79938983073778
9,47,33.10732949763801
9,48,32.328709559615135
9,49,32.17376996370266
9,50,31.074872003641424
9,51,30.937516122870804
9,52,30.464386484044766
9,53,29.518887469838614
9,54,29.243984033619522
9,55,29.292320577564823
9,56,28.07413997283618
9,57,27.540407856751152
9,58,27.673608491981216
9,59,26.698350580176992
10,0,26.450870834709413
10,1,26.950385323446287
10,2,27.114699890463342
10,3,28.579338505633693
10,4,28.95147642118014
10,5,29.442898970204265
10,6,29.804157315128656
10,7,30.201628129754607
10,8,30.702484524188595
10,9,30.913971565385356
10,10,31.33959233531701
10,11,31.82341481508461
10,12,32.2544632608595
10,13,33.2367107345667
10,14,33.37675093063075
10,15,34.064704035397085
10,16,34.636620863652674
10,17,34.988665893267665
10,18,34.96668151626229
10,19,35.56161878413795
10,20,36.66353780352584
10,21,36.58010550511281
10,22,36.98334914308731
10,23,37.227456167146414
10,24,38.38391148410017
10,25,38.414505629046914
10,26,38.38623730852663
10,27,39.33417692302225
10,28,39.57372381285795
10,29,39.81587404324955
10,30,39.32103809799532
10,31,39.8164743959102
10,32,39.51591088592037
10,33,38.717065530464126
10,34,38.81440317581563
10,35,38.76110098757716
10,36,37.99153030832616
10,37,38.09228986377558
10,38,36.76264954842446
10,39,36.28253314958181
10,40,35.91246080691204
10,41,36.22984227651815
10,42,35.549766322134104
10,43,34.61120527125607
10,44,34.89580925845285
10,45,33.611811088501135
10,46,33.584311053426106
10,47,33.404392317210274
10,48,32.899120697034036
10,49,32.159863524744246
10,50,31.6060542615263
10,51,31.13267952305235
10,52,30.619111844989447
10,53,30.379185324394747
10,54,29.14335079370248
10,55,28.81438223019354
10,56,28.97933456601103
10,57,28.506430816463542
10,58,27.391421322131936
10,59,27.447449318471687
11,0,26.292734338613926
11,1,27.01283134301954
11,2,27.78303042880537
11,3,28.657290116967303
11,4,29.106053562595942
11,5,28.765905430019618
11,6,29.880712592104988
11,7,29.830790688242455
11,8,30.844317384361993
11,9,31.078973844037833
11,10,31.417791739171747
11,11,32.06533796387287
11,12,32.20114899126258
11,13,33.462029433586935
11,14,33.794572472238514
11,15,34.039861335031276
11,16,34.503613357715885
11,17,34.8278985719655
11,18,35.86045496239558
11,19,36.38659653894187
11,20,36.49103854315639
11,21,37.06637327877197
11,22,37.34920671009069
11,23,38.25711567162376
11,24,38.68651543262389
11,25,38.680414355574115
11,26,39.2018786613507
11,27,39.00633253135164
11,28,40.230020772054296
11,29,39.876208973552394
11,30,40.23272729737745
11,31,40.01285883758637
11,32,39.57930769416172
11,33,39.00672619469894
11,34,38.92741706007102
11,35,39.223491479132875
11,36,38.279812875774965
11,37,37.95477921551993
11,38,37.26590403067168
11,39,36.73974381352615
11,40,36.412310791018896
11,41,35.58982271259604
11,42,35.26370320224256
11,43,35.32637791189679
11,44,35.010220379354976
11,45,33.86708064512572
11,46,34.00414276839662
11,47,33.36896525091457
11,48,32.86530218228328
11,49,32.02448998451024
11,50,32.13068042704568
11,51,31.03796969260271
11,52,30.87640470049496
11,53,30.31896439791188
11,54,30.126089266683607
11,55,28.690287333598327
11,56,28.573958283334765
11,57,28.173012305960345
11,58,27.72806518795801
11,59,27.66062185645764
12,0,26.559148328746033
12,1,27.630835267649324
12,2,28.084117509781528
12,3,28.533017421894154
12,4,29.075278814493867
12,5,28.877011569455735
12,6,29.41618657705851
12,7,30.14671501866201
12,8,31.11656232605634
12,9,30.8684642297926
12,10,31.618487225621195
12,11,32.59597908362074
12,12,32.86653606648359
12,13,33.45948486813116
12,14,33.8422739426096
12,15,34.122527004763974
12,16,34.97358676363459
12,17,35.17994516735066
12,18,36.057473091469014
12,19,36.40165414643994
12,20,37.061402667664645
12,21,37.53134605463376
12,22,37.85546497590043
12,23,37.88891691621356
12,24,38.38871162261384
12,25,38.982814177530095
12,26,38.97058699851013
12,27,39.67641071075487
12,28,40.173319276886936
12,29,40.3633288989714
12,30,40.403444550068706
12,31,39.91163032525572
12,32,40.532531084175424
12,33,39.771230411414166
12,34,39.0200966448296
12,35,38.76162460731801
12,36,38.459197839886926
12,37,38.50846356355586
12,38,37.42228476612045
12,39,36.88424618450558
12,40,36.26257694631726
12,41,36.42125932971435
12,42,35.70609714358841
12,43,35.530114548354064
12,44,34.84973873275627
12,45,34.16837098535819
12,46,34.104741057206425
12,47,33.024127408267695
12,48,32.88925205773033
12,49,32.16244487354268
12,50,31.82238753546538
12,51,31.613271306676307
12,52,30.90807116761663
12,53,30.246431949585755
12,54,29.667552331593722
12,55,29.574579582468477
12,56,28.98075522160826
12,57,27.796377377676947
12,58,27.949654471961566
12,59,27.12286601895792
13,0,27.250605782852453
13,1,26.98316575001007
13,2,27.96153636138323
13,3,28.273748079690236
13,4,29.25168092858607
13,5,29.436966418981175
13,6,30.114186126269406
13,7,29.827742688351716
13,8,31.118079175426175
13,9,31.047261956353704
13,10,31.350353029944557
13,11,32.53084031377293
13,12,32.790595176086285
13,13,33.16314670027698
13,14,34.02701543867128
13,15,34.63689417935456
13,16,34.81116518972541
13,17,35.270913583133904
13,18,36.14149947745724
13,19,36.1667646301151
13,20,36.83042577965362
13,21,37.75060197569386
13,22,37.55978421454613
13,23,38.19991422570571
13,24,38.68436660733932
13,25,39.0271510261522
13,26,39.63011207844984
13,27,40.27894581567607
13,28,40.27051170599343
13,29,40.61385232716395
13,30,40.653946504975195
13,31,40.585291910754016
13,32,40.455021860082844
13,33,39.95383779992797
13,34,39.333475645820336
13,35,39.28845861773954
13,36,38.37654588473171
13,37,38.67119627842261
13,38,37.37226439584546
13,39,37.61907602988376
13,40,36.462114429832326
13,41,36.526756586061715
13,42,35.540241278030656
13,43,35.38834999812577
13,44,34.578767870908116
13,45,34.82717159485018
13,46,33.68891769319747
13,47,33.24758392840945
13,48,32.397953093259176
13,49,31.893716245972673
13,50,32.0670696333315
13,51,31.169152344420894
13,52,30.62503194524631
13,53,30.338928351058446
13,54,29.890890475500328
13,55,29.217189537747682
13,56,29.266165152542964
13,57,28.171431090440368
13,58,27.48449149015668
13,59,26.96312786844058
14,0,26.808228580818824
14,1,27.790978522851233
14,2,27.701615974251737
14,3,28.607947021801444
14,4,28.458186139979983
14,5,29.317347642540764
14,6,29.420830752412595
14,7,30.541678424788696
14,8,30.706002738489882
14,9,31.746990290353015
14,10,31.793407134613112
14,11,32.41882420916456
14,12,32.38805621243804
14,13,33.076616239909384
14,14,34.26340933811945
14,15,34.78953559982944
14,16,34.84265205743147
14,17,35.45762523532146
14,18,36.180455997496026
14,19,36.46170210920335
14,20,36.52303781497732
14,21,37.25835880042256
14,22,38.20361351328075
14,23,38.048455203477324
14,24,38.916371229559125
14,25,39.105006510354656
14,26,39.92604542273097
14,27,40.409830011010975
14,28,40.86759217743812
14,29,41.77509920577991
14,30,41.83548279876837
14,31,40.832041534236076
14,32,40.543024255650245
14,33,40.44518645170511
14,34,39.429194117320684
14,35,39.71402400244105
14,36,38.90589496468898
14,37,38.805567890283406
14,38,38.18592304994582
14,39,36.980942446474565
14,40,36.86002622394337
14,41,36.416123943968344
14,42,35.803077856568706
14,43,35.73978782667792
14,44,34.869319478709016
14,45,34.465407200884826
14,46,34.03363312047226
14,47,33.58780364409522
14,48,32.49445571711332
14,49,32.10619187462435
14,50,31.986851711239662
14,51,31.669998386029015
14,52,30.750812946737124
14,53,30.60140213757816
14,54,29.9935190528038
14,55,28.907716442815694
14,56,28.90872039904264
14,57,28.445191081436903
14,58,28.006354385827425
14,59,27.009598798802383
15,0,26.403691333599294
15,1,27.60352831012987
15,2,27.739233799359972
15,3,28.078309796843833
15,4,29.06616634534909
15,5,28.894284397464048
15,6,29.663214283239757
15,7,30.07153542518592
15,8,30.848352084782526
15,9,31.050055483058685
15,10,32.18215739533752
15,11,32.77309285376348
15,12,32.46052017096538
15,13,33.30507720109297
15,14,34.335600844000226
15,15,34.201580934137034
15,16,34.50721358862424
15,17,35.89524572186632
15,18,35.943937369676796
15,19,36.70426247967565
15,20,37.326862605516574
15,21,37.935509832147424
15,22,37.980136454748894
15,23,38.21039822210099
15,24,38.609408557038755
15,25,39.18774780998849
15,26,39.82698712045453
15,27,40.77604999393953
15,28,41.13476100592758
15,29,41.92136010940348
15,30,42.28034742344517
15,31,41.52615889839197
15,32,40.69876025885023
15,33,40.883874534092335
15,34,40.28714350300563
15,35,39.78886600353324
15,36,39.11389089166052
15,37,38.317713828621905
15,38,37.52493640212161
15,39,37.850406117262295
15,40,36.58399951135532
15,41,36.45785872141686
15,42,36.060821833630236
15,43,35.63903712810654
15,44,34.80586720685183
15,45,34.62639328920227
15,46,34.25387698389467
15,47,33.20160148482174
15,48,32.6853269468959
15,49,32.06010922146569
15,50,31.442263936632266
15,51,31.588509229595772
15,52,30.39127933142569
15,53,29.88123548000744
15,54,30.191901030423814
15,55,28.930921905591894
15,56,28.397449194659515
15,57,28.008574350796824
15,58,27.761615555500406
15,59,27.757454933332763
16,0,27.12931330266314
16,1,27.363865398126787
16,2,27.986601945886335
16,3,28.5559762052959
16,4,28.732590649878713
16,5,28.88642547002211
16,6,29.857377665154413
16,7,30.527724277140706
16,8,30.460660041753247
16,9,31.126479342220065
16,10,32.155847523827006
16,11,31.866678265227627
16,12,32.70287102181531
16,13,33.798555111503326
16,14,33.88033205252659
16,15,34.115255366621525
16,16,34.665087690572605
16,17,35.510741230165955
16,18,36.12571179075462
16,19,36.660274155447944
16,20,36.5840918237242
16,21,37.67290188172251
16,22,37.98910583628634
16,23,38.4741781688423
16,24,39.17026842212758
16,25,39.15902679528064
16,26,39.43853065954953
16,27,40.52404824090291
16,28,40.92690588538928
16,29,41.709194590504545
16,30,41.23147334849045
16,31,41.70502811074979
16,32,40.98345788413261
16,33,40.01080179239608
16,34,39.5566491085825
16,35,38.96431258567456
16,36,38.49669868094227
16,37,38.000512882279864
16,38,37.71448759201548
16,39,36.96819813974584
16,40,37.18182770331119
16,41,36.098647760751525
16,42,36.28448135760741
16,43,35.38565661451082
16,44,35.16052611022375
16,45,34.212442940402454
16,46,33.55271478158238
16,47,33.20789377756055
16,48,32.6940469092493
16,49,32.48363615657132
16,50,32.001793252653044
16,51,31.30706051243844
16,52,30.974758650815566
16,53,30.05564841807313
16,54,29.82767217003699
16,55,29.332064115896063
16,56,29.1779594921797
16,57,27.88831699884382
16,58,27.946589380774977
16,59,27.301332477238628
17,0,26.697629729077917
17,1,27.189021234388342
17,2,28.006608883065127
17,3,27.82861568564211
17,4,28.790434924402607
17,5,29.22063839681353
17,6,29.96838116868524
17,7,30.676403853537746
17,8,30.427978365343368
17,9,31.131798775702958
17,10,31.592866631682178
17,11,32.19877741686471
17,12,33.15222001246931
17,13,33.03982674403093
17,14,33.54040571877624
17,15,34.73969861379722
17,16,34.87989575490083
17,17,35.76227989904304
17,18,36.15919962643892
17,19,36.780273076118945
17,20,36.41910477829572
17,21,37.090739971173186
17,22,37.72432286242345
17,23,38.457266103843494
17,24,38.78925807044386
17,25,39.57348522698455
17,26,39.30697016796636
17,27,39.827486072465426
17,28,40.35219053535933
17,29,41.128698004458684
17,30,41.24619536454355
17,31,40.92147733523691
17,32,40.31349725259081
17,33,40.55289743472546
17,34,39.548041498516724
17,35,39.48111785045062
17,36,38.75102584137492
17,37,38.496917158198215
17,38,38.11682334051088
17,39,36.87965024592734
17,40,36.638068293520845
17,41,36.78958878891853
17,42,35.742907365771266
17,43,35.78625074148883
17,44,34.71437509297218
17,45,34.05954606054047
17,46,33.44234990895069
17,47,33.354642954799765
17,48,33.01203069775234
17,49,32.26237829774358
17,50,32.24973159061117
17,51,30.868541208501917
17,52,31.07449216557943
17,53,29.867577017534224
17,54,29.365556051444532
17,55,29.733536191981788
17,56,28.292375639298683
17,57,28.483924483970725
17,58,27.649489410006183
17,59,26.9144069845613
18,0,26.287980203572197
18,1,27.303234626017463
18,2,27.657943937403527
18,3,28.130003575392227
18,4,29.178827720153755
18,5,29.551197761784984
18,6,30.07968360933949
18,7,29.981279965908694
18,8,31.012750441693722
18,9,31.341364245912146
18,10,32.102524436527744
18,11,31.98024774519513
18,12,32.30079029371462
18,13,33.481735636180176
18,14,33.62087902049249
18,15,34.05746060568918
18,16,34.87048890382906
18,17,35.20580712959927
18,18,35.632284259034456
18,19,36.57489304687315
18,20,36.483764451705085
18,21,37.11558993530942
18,22,38.038802229364386
18,23,37.79912601312858
18,24,39.02812329102898
18,25,39.49179468016787
18,26,39.11266311150967
18,27,40.03767555579171
18,28,40.291752271498915
18,29,39.93494700242965
18,30,40.79046946255755
18,31,39.964521999513046
18,32,40.305111319379606
18,33,39.65861221287365
18,34,39.73087328038691
18,35,39.29544334264398
18,36,38.71968984980041
18,37,37.983478186622605
18,38,37.18197989741772
18,39,37.443770401449974
18,40,36.96885065138932
18,41,35.97573766614506
18,42,35.48689389911195
18,43,34.845006587165905
18,44,35.13635026846025
18,45,34.30373522517886
18,46,33.994590491734265
18,47,33.28545667502997
18,48,32.83570810815308
18,49,31.814149668181372
18,50,31.72596641272438
18,51,31.444314665990966
18,52,30.73161998518804
18,53,29.786778479896917
18,54,29.65669189600243
18,55,29.166387455466534
18,56,28.332320131551285
18,57,28.4473405166448
18,58,27.558152689732783
18,59,27.679587005791902
19,0,26.209005880178616
19,1,27.110342377119466
19,2,27.87754985804435
19,3,28.215711121905777
19,4,28.85803985673808
19,5,29.588547686439725
19,6,29.966940286897454
19,7,30.05295117977831
19,8,30.198229708420502
19,9,30.89247219072565
19,10,31.811547639922896
19,11,31.842324287272643
19,12,32.514511064713716
19,13,32.84743274438875
19,14,34.05464336844163
19,15,33.75204561130384
19,16,34.952469142262125
19,17,34.95583678984137
19,18,35.31798878623409
19,19,36.0873567706293
19,20,36.25620349398638
19,21,37.08389897552487
19,22,36.97656854151714
19,23,38.20056938600817
19,24,38.105327106011295
19,25,39.04680286281834
