index,time
308,2000-11-04T12:00:00.000000000
2094,2005-09-25T12:00:00.000000000
233,2000-08-21T12:00:00.000000000
2042,2005-08-04T12:00:00.000000000
296,2000-10-23T12:00:00.000000000
5112,2013-12-30T12:00:00.000000000
881,2002-05-31T12:00:00.000000000
2098,2005-09-29T12:00:00.000000000
1235,2003-05-20T12:00:00.000000000
1647,2004-07-05T12:00:00.000000000
2276,2006-03-26T12:00:00.000000000
1509,2004-02-18T12:00:00.000000000
3576,2009-10-16T12:00:00.000000000
3133,2008-07-30T12:00:00.000000000
3589,2009-10-29T12:00:00.000000000
3162,2008-08-28T12:00:00.000000000
5028,2013-10-07T12:00:00.000000000
1728,2004-09-24T12:00:00.000000000
3126,2008-07-23T12:00:00.000000000
4760,2013-01-12T12:00:00.000000000
177,2000-06-26T12:00:00.000000000
5453,2014-12-06T12:00:00.000000000
1498,2004-02-07T12:00:00.000000000
2611,2007-02-24T12:00:00.000000000
2463,2006-09-29T12:00:00.000000000
221,2000-08-09T12:00:00.000000000
2166,2005-12-06T12:00:00.000000000
5399,2014-10-13T12:00:00.000000000
5238,2014-05-05T12:00:00.000000000
2677,2007-05-01T12:00:00.000000000
132,2000-05-12T12:00:00.000000000
5781,2015-10-30T12:00:00.000000000
3827,2010-06-24T12:00:00.000000000
893,2002-06-12T12:00:00.000000000
5120,2014-01-07T12:00:00.000000000
1094,2002-12-30T12:00:00.000000000
3065,2008-05-23T12:00:00.000000000
4871,2013-05-03T12:00:00.000000000
2182,2005-12-22T12:00:00.000000000
4259,2011-08-30T12:00:00.000000000
2025,2005-07-18T12:00:00.000000000
1321,2003-08-14T12:00:00.000000000
439,2001-03-15T12:00:00.000000000
1456,2003-12-27T12:00:00.000000000
5701,2015-08-11T12:00:00.000000000
168,2000-06-17T12:00:00.000000000
1297,2003-07-21T12:00:00.000000000
576,2001-07-30T12:00:00.000000000
996,2002-09-23T12:00:00.000000000
1786,2004-11-21T12:00:00.000000000
501,2001-05-16T12:00:00.000000000
5282,2014-06-18T12:00:00.000000000
3751,2010-04-09T12:00:00.000000000
1480,2004-01-20T12:00:00.000000000
4734,2012-12-17T12:00:00.000000000
1971,2005-05-25T12:00:00.000000000
1965,2005-05-19T12:00:00.000000000
1244,2003-05-29T12:00:00.000000000
401,2001-02-05T12:00:00.000000000
2653,2007-04-07T12:00:00.000000000
2815,2007-09-16T12:00:00.000000000
5373,2014-09-17T12:00:00.000000000
5264,2014-05-31T12:00:00.000000000
1212,2003-04-27T12:00:00.000000000
5420,2014-11-03T12:00:00.000000000
3184,2008-09-19T12:00:00.000000000
5154,2014-02-10T12:00:00.000000000
2350,2006-06-08T12:00:00.000000000
3471,2009-07-03T12:00:00.000000000
2706,2007-05-30T12:00:00.000000000
4466,2012-03-24T12:00:00.000000000
5411,2014-10-25T12:00:00.000000000
1161,2003-03-07T12:00:00.000000000
5194,2014-03-22T12:00:00.000000000
5359,2014-09-03T12:00:00.000000000
2658,2007-04-12T12:00:00.000000000
2131,2005-11-01T12:00:00.000000000
5619,2015-05-21T12:00:00.000000000
3989,2010-12-03T12:00:00.000000000
1773,2004-11-08T12:00:00.000000000
2594,2007-02-07T12:00:00.000000000
1362,2003-09-24T12:00:00.000000000
23,2000-01-24T12:00:00.000000000
4790,2013-02-11T12:00:00.000000000
3246,2008-11-20T12:00:00.000000000
1535,2004-03-15T12:00:00.000000000
2843,2007-10-14T12:00:00.000000000
2405,2006-08-02T12:00:00.000000000
4705,2012-11-18T12:00:00.000000000
14,2000-01-15T12:00:00.000000000
4348,2011-11-27T12:00:00.000000000
373,2001-01-08T12:00:00.000000000
5032,2013-10-11T12:00:00.000000000
5089,2013-12-07T12:00:00.000000000
2380,2006-07-08T12:00:00.000000000
5106,2013-12-24T12:00:00.000000000
2457,2006-09-23T12:00:00.000000000
2836,2007-10-07T12:00:00.000000000
5236,2014-05-03T12:00:00.000000000
65,2000-03-06T12:00:00.000000000
604,2001-08-27T12:00:00.000000000
1039,2002-11-05T12:00:00.000000000
1611,2004-05-30T12:00:00.000000000
2323,2006-05-12T12:00:00.000000000
1513,2004-02-22T12:00:00.000000000
2312,2006-05-01T12:00:00.000000000
2227,2006-02-05T12:00:00.000000000
4270,2011-09-10T12:00:00.000000000
5402,2014-10-16T12:00:00.000000000
2894,2007-12-04T12:00:00.000000000
2304,2006-04-23T12:00:00.000000000
3275,2008-12-19T12:00:00.000000000
3260,2008-12-04T12:00:00.000000000
926,2002-07-15T12:00:00.000000000
4751,2013-01-03T12:00:00.000000000
2093,2005-09-24T12:00:00.000000000
3831,2010-06-28T12:00:00.000000000
3077,2008-06-04T12:00:00.000000000
4148,2011-05-11T12:00:00.000000000
5108,2013-12-26T12:00:00.000000000
3399,2009-04-22T12:00:00.000000000
5034,2013-10-13T12:00:00.000000000
2181,2005-12-21T12:00:00.000000000
1295,2003-07-19T12:00:00.000000000
346,2000-12-12T12:00:00.000000000
5577,2015-04-09T12:00:00.000000000
5294,2014-06-30T12:00:00.000000000
1188,2003-04-03T12:00:00.000000000
4795,2013-02-16T12:00:00.000000000
3975,2010-11-19T12:00:00.000000000
5030,2013-10-09T12:00:00.000000000
259,2000-09-16T12:00:00.000000000
3431,2009-05-24T12:00:00.000000000
1545,2004-03-25T12:00:00.000000000
5327,2014-08-02T12:00:00.000000000
4753,2013-01-05T12:00:00.000000000
3749,2010-04-07T12:00:00.000000000
4767,2013-01-19T12:00:00.000000000
1919,2005-04-03T12:00:00.000000000
534,2001-06-18T12:00:00.000000000
2313,2006-05-02T12:00:00.000000000
5524,2015-02-15T12:00:00.000000000
5540,2015-03-03T12:00:00.000000000
1038,2002-11-04T12:00:00.000000000
1002,2002-09-29T12:00:00.000000000
3321,2009-02-03T12:00:00.000000000
426,2001-03-02T12:00:00.000000000
751,2002-01-21T12:00:00.000000000
4174,2011-06-06T12:00:00.000000000
4667,2012-10-11T12:00:00.000000000
2662,2007-04-16T12:00:00.000000000
1756,2004-10-22T12:00:00.000000000
1558,2004-04-07T12:00:00.000000000
2970,2008-02-18T12:00:00.000000000
2138,2005-11-08T12:00:00.000000000
2770,2007-08-02T12:00:00.000000000
3718,2010-03-07T12:00:00.000000000
1961,2005-05-15T12:00:00.000000000
5697,2015-08-07T12:00:00.000000000
5430,2014-11-13T12:00:00.000000000
5549,2015-03-12T12:00:00.000000000
3132,2008-07-29T12:00:00.000000000
2373,2006-07-01T12:00:00.000000000
3306,2009-01-19T12:00:00.000000000
598,2001-08-21T12:00:00.000000000
2586,2007-01-30T12:00:00.000000000
1220,2003-05-05T12:00:00.000000000
8,2000-01-09T12:00:00.000000000
626,2001-09-18T12:00:00.000000000
3470,2009-07-02T12:00:00.000000000
2407,2006-08-04T12:00:00.000000000
3540,2009-09-10T12:00:00.000000000
2348,2006-06-06T12:00:00.000000000
681,2001-11-12T12:00:00.000000000
1370,2003-10-02T12:00:00.000000000
3784,2010-05-12T12:00:00.000000000
5621,2015-05-23T12:00:00.000000000
33,2000-02-03T12:00:00.000000000
5653,2015-06-24T12:00:00.000000000
2168,2005-12-08T12:00:00.000000000
530,2001-06-14T12:00:00.000000000
5367,2014-09-11T12:00:00.000000000
3785,2010-05-13T12:00:00.000000000
800,2002-03-11T12:00:00.000000000
1553,2004-04-02T12:00:00.000000000
325,2000-11-21T12:00:00.000000000
3515,2009-08-16T12:00:00.000000000
4416,2012-02-03T12:00:00.000000000
3757,2010-04-15T12:00:00.000000000
2437,2006-09-03T12:00:00.000000000
3550,2009-09-20T12:00:00.000000000
3698,2010-02-15T12:00:00.000000000
4291,2011-10-01T12:00:00.000000000
2314,2006-05-03T12:00:00.000000000
978,2002-09-05T12:00:00.000000000
4984,2013-08-24T12:00:00.000000000
4585,2012-07-21T12:00:00.000000000
1049,2002-11-15T12:00:00.000000000
4740,2012-12-23T12:00:00.000000000
783,2002-02-22T12:00:00.000000000
3647,2009-12-26T12:00:00.000000000
2718,2007-06-11T12:00:00.000000000
3135,2008-08-01T12:00:00.000000000
4826,2013-03-19T12:00:00.000000000
696,2001-11-27T12:00:00.000000000
506,2001-05-21T12:00:00.000000000
1983,2005-06-06T12:00:00.000000000
5281,2014-06-17T12:00:00.000000000
3967,2010-11-11T12:00:00.000000000
3690,2010-02-07T12:00:00.000000000
3358,2009-03-12T12:00:00.000000000
324,2000-11-20T12:00:00.000000000
3708,2010-02-25T12:00:00.000000000
3309,2009-01-22T12:00:00.000000000
4439,2012-02-26T12:00:00.000000000
3947,2010-10-22T12:00:00.000000000
1215,2003-04-30T12:00:00.000000000
5421,2014-11-04T12:00:00.000000000
1888,2005-03-03T12:00:00.000000000
5356,2014-08-31T12:00:00.000000000
5208,2014-04-05T12:00:00.000000000
2480,2006-10-16T12:00:00.000000000
5103,2013-12-21T12:00:00.000000000
1097,2003-01-02T12:00:00.000000000
1288,2003-07-12T12:00:00.000000000
3469,2009-07-01T12:00:00.000000000
4475,2012-04-02T12:00:00.000000000
4166,2011-05-29T12:00:00.000000000
410,2001-02-14T12:00:00.000000000
879,2002-05-29T12:00:00.000000000
3605,2009-11-14T12:00:00.000000000
964,2002-08-22T12:00:00.000000000
4420,2012-02-07T12:00:00.000000000
2698,2007-05-22T12:00:00.000000000
611,2001-09-03T12:00:00.000000000
2251,2006-03-01T12:00:00.000000000
1612,2004-05-31T12:00:00.000000000
5283,2014-06-19T12:00:00.000000000
4818,2013-03-11T12:00:00.000000000
5632,2015-06-03T12:00:00.000000000
794,2002-03-05T12:00:00.000000000
4961,2013-08-01T12:00:00.000000000
240,2000-08-28T12:00:00.000000000
3992,2010-12-06T12:00:00.000000000
1193,2003-04-08T12:00:00.000000000
1328,2003-08-21T12:00:00.000000000
297,2000-10-24T12:00:00.000000000
1499,2004-02-08T12:00:00.000000000
4418,2012-02-05T12:00:00.000000000
2776,2007-08-08T12:00:00.000000000
1268,2003-06-22T12:00:00.000000000
1726,2004-09-22T12:00:00.000000000
538,2001-06-22T12:00:00.000000000
2377,2006-07-05T12:00:00.000000000
84,2000-03-25T12:00:00.000000000
3960,2010-11-04T12:00:00.000000000
4275,2011-09-15T12:00:00.000000000
4936,2013-07-07T12:00:00.000000000
1886,2005-03-01T12:00:00.000000000
1315,2003-08-08T12:00:00.000000000
4421,2012-02-08T12:00:00.000000000
333,2000-11-29T12:00:00.000000000
4855,2013-04-17T12:00:00.000000000
3375,2009-03-29T12:00:00.000000000
907,2002-06-26T12:00:00.000000000
2818,2007-09-19T12:00:00.000000000
1181,2003-03-27T12:00:00.000000000
3603,2009-11-12T12:00:00.000000000
2518,2006-11-23T12:00:00.000000000
683,2001-11-14T12:00:00.000000000
5686,2015-07-27T12:00:00.000000000
3308,2009-01-21T12:00:00.000000000
1128,2003-02-02T12:00:00.000000000
2780,2007-08-12T12:00:00.000000000
3217,2008-10-22T12:00:00.000000000
3346,2009-02-28T12:00:00.000000000
371,2001-01-06T12:00:00.000000000
4559,2012-06-25T12:00:00.000000000
5155,2014-02-11T12:00:00.000000000
3516,2009-08-17T12:00:00.000000000
2932,2008-01-11T12:00:00.000000000
4962,2013-08-02T12:00:00.000000000
2268,2006-03-18T12:00:00.000000000
3048,2008-05-06T12:00:00.000000000
1281,2003-07-05T12:00:00.000000000
2163,2005-12-03T12:00:00.000000000
1393,2003-10-25T12:00:00.000000000
4165,2011-05-28T12:00:00.000000000
2859,2007-10-30T12:00:00.000000000
2515,2006-11-20T12:00:00.000000000
1302,2003-07-26T12:00:00.000000000
3903,2010-09-08T12:00:00.000000000
3626,2009-12-05T12:00:00.000000000
3096,2008-06-23T12:00:00.000000000
149,2000-05-29T12:00:00.000000000
5817,2015-12-05T12:00:00.000000000
290,2000-10-17T12:00:00.000000000
453,2001-03-29T12:00:00.000000000
4576,2012-07-12T12:00:00.000000000
1287,2003-07-11T12:00:00.000000000
1454,2003-12-25T12:00:00.000000000
4362,2011-12-11T12:00:00.000000000
5345,2014-08-20T12:00:00.000000000
748,2002-01-18T12:00:00.000000000
4676,2012-10-20T12:00:00.000000000
4789,2013-02-10T12:00:00.000000000
1073,2002-12-09T12:00:00.000000000
2087,2005-09-18T12:00:00.000000000
5570,2015-04-02T12:00:00.000000000
2596,2007-02-09T12:00:00.000000000
2714,2007-06-07T12:00:00.000000000
3378,2009-04-01T12:00:00.000000000
4952,2013-07-23T12:00:00.000000000
3869,2010-08-05T12:00:00.000000000
5717,2015-08-27T12:00:00.000000000
3468,2009-06-30T12:00:00.000000000
381,2001-01-16T12:00:00.000000000
422,2001-02-26T12:00:00.000000000
655,2001-10-17T12:00:00.000000000
5045,2013-10-24T12:00:00.000000000
3206,2008-10-11T12:00:00.000000000
124,2000-05-04T12:00:00.000000000
102,2000-04-12T12:00:00.000000000
1562,2004-04-11T12:00:00.000000000
2985,2008-03-04T12:00:00.000000000
5077,2013-11-25T12:00:00.000000000
1371,2003-10-03T12:00:00.000000000
135,2000-05-15T12:00:00.000000000
4211,2011-07-13T12:00:00.000000000
1323,2003-08-16T12:00:00.000000000
1609,2004-05-28T12:00:00.000000000
2571,2007-01-15T12:00:00.000000000
1780,2004-11-15T12:00:00.000000000
1242,2003-05-27T12:00:00.000000000
5391,2014-10-05T12:00:00.000000000
2807,2007-09-08T12:00:00.000000000
3618,2009-11-27T12:00:00.000000000
5689,2015-07-30T12:00:00.000000000
3893,2010-08-29T12:00:00.000000000
1741,2004-10-07T12:00:00.000000000
1397,2003-10-29T12:00:00.000000000
4236,2011-08-07T12:00:00.000000000
144,2000-05-24T12:00:00.000000000
380,2001-01-15T12:00:00.000000000
5672,2015-07-13T12:00:00.000000000
3976,2010-11-20T12:00:00.000000000
3164,2008-08-30T12:00:00.000000000
121,2000-05-01T12:00:00.000000000
1634,2004-06-22T12:00:00.000000000
418,2001-02-22T12:00:00.000000000
1209,2003-04-24T12:00:00.000000000
3720,2010-03-09T12:00:00.000000000
712,2001-12-13T12:00:00.000000000
3916,2010-09-21T12:00:00.000000000
2940,2008-01-19T12:00:00.000000000
5460,2014-12-13T12:00:00.000000000
1411,2003-11-12T12:00:00.000000000
248,2000-09-05T12:00:00.000000000
1700,2004-08-27T12:00:00.000000000
4512,2012-05-09T12:00:00.000000000
5204,2014-04-01T12:00:00.000000000
3360,2009-03-14T12:00:00.000000000
1407,2003-11-08T12:00:00.000000000
4267,2011-09-07T12:00:00.000000000
4339,2011-11-18T12:00:00.000000000
5310,2014-07-16T12:00:00.000000000
2963,2008-02-11T12:00:00.000000000
3800,2010-05-28T12:00:00.000000000
5167,2014-02-23T12:00:00.000000000
414,2001-02-18T12:00:00.000000000
3545,2009-09-15T12:00:00.000000000
3505,2009-08-06T12:00:00.000000000
3939,2010-10-14T12:00:00.000000000
3076,2008-06-03T12:00:00.000000000
3435,2009-05-28T12:00:00.000000000
5019,2013-09-28T12:00:00.000000000
3519,2009-08-20T12:00:00.000000000
589,2001-08-12T12:00:00.000000000
2432,2006-08-29T12:00:00.000000000
4355,2011-12-04T12:00:00.000000000
3656,2010-01-04T12:00:00.000000000
3631,2009-12-10T12:00:00.000000000
2525,2006-11-30T12:00:00.000000000
208,2000-07-27T12:00:00.000000000
5795,2015-11-13T12:00:00.000000000
425,2001-03-01T12:00:00.000000000
1022,2002-10-19T12:00:00.000000000
1699,2004-08-26T12:00:00.000000000
5137,2014-01-24T12:00:00.000000000
877,2002-05-27T12:00:00.000000000
1172,2003-03-18T12:00:00.000000000
2144,2005-11-14T12:00:00.000000000
1554,2004-04-03T12:00:00.000000000
4201,2011-07-03T12:00:00.000000000
2420,2006-08-17T12:00:00.000000000
3562,2009-10-02T12:00:00.000000000
1718,2004-09-14T12:00:00.000000000
4463,2012-03-21T12:00:00.000000000
810,2002-03-21T12:00:00.000000000
437,2001-03-13T12:00:00.000000000
4313,2011-10-23T12:00:00.000000000
2642,2007-03-27T12:00:00.000000000
29,2000-01-30T12:00:00.000000000
2868,2007-11-08T12:00:00.000000000
5005,2013-09-14T12:00:00.000000000
584,2001-08-07T12:00:00.000000000
3728,2010-03-17T12:00:00.000000000
1421,2003-11-22T12:00:00.000000000
1047,2002-11-13T12:00:00.000000000
4108,2011-04-01T12:00:00.000000000
5192,2014-03-20T12:00:00.000000000
3794,2010-05-22T12:00:00.000000000
4738,2012-12-21T12:00:00.000000000
4647,2012-09-21T12:00:00.000000000
3089,2008-06-16T12:00:00.000000000
1569,2004-04-18T12:00:00.000000000
1871,2005-02-14T12:00:00.000000000
3045,2008-05-03T12:00:00.000000000
1158,2003-03-04T12:00:00.000000000
2002,2005-06-25T12:00:00.000000000
1536,2004-03-16T12:00:00.000000000
3773,2010-05-01T12:00:00.000000000
4340,2011-11-19T12:00:00.000000000
90,2000-03-31T12:00:00.000000000
1485,2004-01-25T12:00:00.000000000
624,2001-09-16T12:00:00.000000000
69,2000-03-10T12:00:00.000000000
1350,2003-09-12T12:00:00.000000000
2244,2006-02-22T12:00:00.000000000
2758,2007-07-21T12:00:00.000000000
293,2000-10-20T12:00:00.000000000
807,2002-03-18T12:00:00.000000000
445,2001-03-21T12:00:00.000000000
2195,2006-01-04T12:00:00.000000000
2022,2005-07-15T12:00:00.000000000
3424,2009-05-17T12:00:00.000000000
5389,2014-10-03T12:00:00.000000000
2893,2007-12-03T12:00:00.000000000
577,2001-07-31T12:00:00.000000000
4615,2012-08-20T12:00:00.000000000
245,2000-09-02T12:00:00.000000000
4049,2011-02-01T12:00:00.000000000
367,2001-01-02T12:00:00.000000000
1176,2003-03-22T12:00:00.000000000
5569,2015-04-01T12:00:00.000000000
2998,2008-03-17T12:00:00.000000000
3064,2008-05-22T12:00:00.000000000
4328,2011-11-07T12:00:00.000000000
2103,2005-10-04T12:00:00.000000000
4354,2011-12-03T12:00:00.000000000
1055,2002-11-21T12:00:00.000000000
555,2001-07-09T12:00:00.000000000
2357,2006-06-15T12:00:00.000000000
4543,2012-06-09T12:00:00.000000000
747,2002-01-17T12:00:00.000000000
5826,2015-12-14T12:00:00.000000000
5471,2014-12-24T12:00:00.000000000
1760,2004-10-26T12:00:00.000000000
1769,2004-11-04T12:00:00.000000000
5439,2014-11-22T12:00:00.000000000
151,2000-05-31T12:00:00.000000000
3938,2010-10-13T12:00:00.000000000
1046,2002-11-12T12:00:00.000000000
3248,2008-11-22T12:00:00.000000000
1595,2004-05-14T12:00:00.000000000
3822,2010-06-19T12:00:00.000000000
3489,2009-07-21T12:00:00.000000000
3038,2008-04-26T12:00:00.000000000
3929,2010-10-04T12:00:00.000000000
1782,2004-11-17T12:00:00.000000000
746,2002-01-16T12:00:00.000000000
4886,2013-05-18T12:00:00.000000000
4382,2011-12-31T12:00:00.000000000
4840,2013-04-02T12:00:00.000000000
4074,2011-02-26T12:00:00.000000000
5193,2014-03-21T12:00:00.000000000
491,2001-05-06T12:00:00.000000000
471,2001-04-16T12:00:00.000000000
2805,2007-09-06T12:00:00.000000000
4450,2012-03-08T12:00:00.000000000
3520,2009-08-21T12:00:00.000000000
2577,2007-01-21T12:00:00.000000000
3674,2010-01-22T12:00:00.000000000
354,2000-12-20T12:00:00.000000000
251,2000-09-08T12:00:00.000000000
185,2000-07-04T12:00:00.000000000
3352,2009-03-06T12:00:00.000000000
227,2000-08-15T12:00:00.000000000
2031,2005-07-24T12:00:00.000000000
5503,2015-01-25T12:00:00.000000000
5700,2015-08-10T12:00:00.000000000
1978,2005-06-01T12:00:00.000000000
2892,2007-12-02T12:00:00.000000000
2955,2008-02-03T12:00:00.000000000
5317,2014-07-23T12:00:00.000000000
2406,2006-08-03T12:00:00.000000000
1777,2004-11-12T12:00:00.000000000
2633,2007-03-18T12:00:00.000000000
1438,2003-12-09T12:00:00.000000000
2104,2005-10-05T12:00:00.000000000
4625,2012-08-30T12:00:00.000000000
2503,2006-11-08T12:00:00.000000000
292,2000-10-19T12:00:00.000000000
3262,2008-12-06T12:00:00.000000000
5065,2013-11-13T12:00:00.000000000
2477,2006-10-13T12:00:00.000000000
1400,2003-11-01T12:00:00.000000000
1090,2002-12-26T12:00:00.000000000
808,2002-03-19T12:00:00.000000000
1654,2004-07-12T12:00:00.000000000
2063,2005-08-25T12:00:00.000000000
2245,2006-02-23T12:00:00.000000000
1721,2004-09-17T12:00:00.000000000
4679,2012-10-23T12:00:00.000000000
3529,2009-08-30T12:00:00.000000000
811,2002-03-22T12:00:00.000000000
977,2002-09-04T12:00:00.000000000
4702,2012-11-15T12:00:00.000000000
1075,2002-12-11T12:00:00.000000000
1173,2003-03-19T12:00:00.000000000
3954,2010-10-29T12:00:00.000000000
5603,2015-05-05T12:00:00.000000000
613,2001-09-05T12:00:00.000000000
1335,2003-08-28T12:00:00.000000000
3406,2009-04-29T12:00:00.000000000
4260,2011-08-31T12:00:00.000000000
2115,2005-10-16T12:00:00.000000000
505,2001-05-20T12:00:00.000000000
5187,2014-03-15T12:00:00.000000000
1580,2004-04-29T12:00:00.000000000
3815,2010-06-12T12:00:00.000000000
2876,2007-11-16T12:00:00.000000000
5107,2013-12-25T12:00:00.000000000
5684,2015-07-25T12:00:00.000000000
3381,2009-04-04T12:00:00.000000000
3624,2009-12-03T12:00:00.000000000
3393,2009-04-16T12:00:00.000000000
106,2000-04-16T12:00:00.000000000
4918,2013-06-19T12:00:00.000000000
4921,2013-06-22T12:00:00.000000000
2254,2006-03-04T12:00:00.000000000
5652,2015-06-23T12:00:00.000000000
889,2002-06-08T12:00:00.000000000
4508,2012-05-05T12:00:00.000000000
2922,2008-01-01T12:00:00.000000000
3666,2010-01-14T12:00:00.000000000
2753,2007-07-16T12:00:00.000000000
5086,2013-12-04T12:00:00.000000000
4519,2012-05-16T12:00:00.000000000
1272,2003-06-26T12:00:00.000000000
1599,2004-05-18T12:00:00.000000000
1533,2004-03-13T12:00:00.000000000
2341,2006-05-30T12:00:00.000000000
5775,2015-10-24T12:00:00.000000000
691,2001-11-22T12:00:00.000000000
2746,2007-07-09T12:00:00.000000000
1669,2004-07-27T12:00:00.000000000
5128,2014-01-15T12:00:00.000000000
179,2000-06-28T12:00:00.000000000
5233,2014-04-30T12:00:00.000000000
142,2000-05-22T12:00:00.000000000
1121,2003-01-26T12:00:00.000000000
5836,2015-12-24T12:00:00.000000000
1483,2004-01-23T12:00:00.000000000
2229,2006-02-07T12:00:00.000000000
3450,2009-06-12T12:00:00.000000000
2867,2007-11-07T12:00:00.000000000
605,2001-08-28T12:00:00.000000000
3892,2010-08-28T12:00:00.000000000
1921,2005-04-05T12:00:00.000000000
93,2000-04-03T12:00:00.000000000
2543,2006-12-18T12:00:00.000000000
497,2001-05-12T12:00:00.000000000
1101,2003-01-06T12:00:00.000000000
5138,2014-01-25T12:00:00.000000000
721,2001-12-22T12:00:00.000000000
5431,2014-11-14T12:00:00.000000000
1807,2004-12-12T12:00:00.000000000
1223,2003-05-08T12:00:00.000000000
3574,2009-10-14T12:00:00.000000000
1487,2004-01-27T12:00:00.000000000
2498,2006-11-03T12:00:00.000000000
4066,2011-02-18T12:00:00.000000000
110,2000-04-20T12:00:00.000000000
473,2001-04-18T12:00:00.000000000
2034,2005-07-27T12:00:00.000000000
2213,2006-01-22T12:00:00.000000000
5386,2014-09-30T12:00:00.000000000
2127,2005-10-28T12:00:00.000000000
4829,2013-03-22T12:00:00.000000000
3661,2010-01-09T12:00:00.000000000
1163,2003-03-09T12:00:00.000000000
4707,2012-11-20T12:00:00.000000000
1657,2004-07-15T12:00:00.000000000
336,2000-12-02T12:00:00.000000000
5122,2014-01-09T12:00:00.000000000
4982,2013-08-22T12:00:00.000000000
1057,2002-11-23T12:00:00.000000000
625,2001-09-17T12:00:00.000000000
1557,2004-04-06T12:00:00.000000000
1436,2003-12-07T12:00:00.000000000
3725,2010-03-14T12:00:00.000000000
1033,2002-10-30T12:00:00.000000000
